stationId,stationName,stationLongitude,stationLatitude,parkingQRBikeCnt,parkingELECBikeCnt,parkingTotBikeCnt
ST-729,2033. 사당동 아르테스 웨딩앞,126.98158264,37.48149109,19,4,23
ST-924,2034. 사당역 7번출구쪽,126.98057556,37.47689056,3,1,4
ST-694,2036. 정금마을 마을버스정류장,126.98244476,37.49466324,18,2,20
ST-695,2037. 동작역 5번출구 동작주차공원,126.97714996,37.50318909,20,6,26
ST-696,2038. 동작역 7번출구,126.97608948,37.50318146,3,0,3
ST-697,2040. 비계 버스정류소,126.96907806,37.5063591,1,2,3
ST-732,2048. 삼일초등학교 인근,126.97356415,37.48907852,3,0,3
ST-699,2050. 노량진역 5번출구,126.93997192,37.51324844,28,9,37
ST-700,2054. 삼익아파트,126.94484711,37.51054764,0,0,0
ST-733,2056. 동작구민 체육센터,126.91652679,37.49449921,5,0,5
ST-701,2057. 상도 아이파크 아파트,126.94174957,37.5008812,0,0,0
ST-1150,2058. 동작경찰서,126.94352722,37.5135231,45,5,50
ST-1151,2059. 보라매공원 정문,126.91779327,37.49707794,2,2,4
ST-1152,2060. 남성역3번출구 뒤,126.97154999,37.48463058,12,3,15
ST-1153,2061. 한강 현대아파트 건너편,126.96923065,37.50592804,0,3,3
ST-1355,2064. 흑석한강푸르지오 106동앞,126.96617889,37.50535583,2,1,3
ST-1356,2065. 서울시여성가족재단,126.92708588,37.51198959,1,2,3
ST-1542,2066. 양문교회 앞,126.90711212,37.48939896,7,16,23
ST-1543,2067. 보라매역․동작세무서 버스정류장(강남중학교방면),126.91986847,37.49766922,3,10,13
ST-1667,2069. 숭실대 입구역3번 출구 앞,126.95368195,37.4966011,9,0,9
ST-1545,2070. 노량진역 2번 출구 앞,126.94306946,37.51391983,19,3,22
ST-1742,2071. 대림아파트 후문 상가 옆,126.97190857,37.48886871,3,4,7
ST-2350,2077.노들역 3번출구,126.9541626,37.51193619,10,3,13
ST-2351,2078.흑석 아크로리버하임(103동),126.96163177,37.51083755,0,0,0
ST-2352,2079.중앙대학교 중앙광장,126.95777893,37.50667191,4,1,5
ST-2353,2080. 대방지하보도(대방동경남아너스빌아파트),126.92543793,37.51213455,7,0,7
ST-2355,2082.7호선 이수역7번출구,126.98179626,37.4846077,8,2,10
ST-2356,2083.흑석롯데캐슬에듀포레(107동),126.96073151,37.50470352,18,3,21
ST-2357,2084.e편한세상 상도노빌리티 앞,126.94678497,37.50456238,0,4,4
ST-2358,2085.강남중학교 앞,126.92157745,37.50274277,19,2,21
ST-2359,2086.삼일수영장 앞,126.9743576,37.48712158,16,0,16
ST-2361,2088.상도중앙하이츠빌 입구,126.94972992,37.50024796,0,2,2
ST-2362,2089.사당역10번출구(금강빌딩),126.98150635,37.4791069,18,3,21
ST-2363,2090.기아자동차 사당점 앞,126.97792053,37.48377991,12,2,14
ST-2364,2091. 이수역9번출구,126.98059082,37.48470306,12,2,14
ST-2365,2092.흑석한강푸르지오(110동),126.96471405,37.50311279,8,0,8
ST-2366,2093.상도SH빌아파트 입구,126.95459747,37.50321198,0,1,1
ST-2367,2094.숭실대학교(중문) ,126.95637512,37.49550629,7,1,8
ST-2368,2095.경문고등학교 앞,126.98240662,37.49150085,15,1,16
ST-2369,2096.서울특별시 동작관악교육지원청,126.94065094,37.50251389,0,0,0
ST-702,2102. 봉림교 교통섬,126.92688751,37.48408508,14,1,15
ST-703,2103. 신림동 우방아파트,126.91927338,37.4891777,19,2,21
ST-712,2104. 사당역 5번출구,126.98133087,37.47608948,21,5,26
ST-704,2105. 미성동 신림체육센터,126.91460419,37.48025131,13,4,17
ST-705,2106. 세이브마트,126.91840363,37.47372818,59,5,64
ST-713,2107. 도림천 신화교,126.93645477,37.4754715,33,7,40
ST-714,2108. 은천치안센터,126.94319916,37.48334122,4,18,22
ST-882,2109. 은천로입구 가로공원,126.9358139,37.48620224,42,22,64
ST-950,2110. 조원동 미성아파트,126.90203094,37.48319244,5,0,5
ST-965,2111. 서울대입구역 1번출구,126.95331573,37.48086929,0,0,0
ST-715,2112. 서울대입구역 마에스트로,126.95064545,37.4813385,2,0,2
ST-883,2115. 관악구시설관리공단,126.90283966,37.47991562,4,0,4
ST-717,2116. 에이스에이존빌딩,126.95082855,37.48170471,3,1,4
ST-884,2119. 중앙동 동진빌딩,126.95469666,37.48425674,0,3,3
ST-719,2122. 낙성대로 입구,126.960495,37.47805786,1,1,2
ST-707,2127. 난곡종점,126.91947937,37.46488571,0,0,0
ST-720,2128. 관악구청교차로,126.95258331,37.47916412,0,0,0
ST-721,2129. 낙성대 과학전시관,126.95814514,37.46905518,0,0,0
ST-722,2130. 영어마을 관악캠프,126.95842743,37.47198868,0,0,0
ST-723,2137. KT&G 관악지점,126.93653107,37.48490143,2,0,2
ST-951,2139. 서울신성초등학교,126.93701935,37.4711647,0,0,0
ST-724,2140. 신림1교 교차로,126.93186188,37.47842789,14,5,19
ST-885,2141. 미림여고입구 교차로,126.93341064,37.47229385,1,0,1
ST-886,2143. 서울산업정보학교,126.94219971,37.4706955,1,0,1
ST-709,2144. 난우길입구,126.91675568,37.47777557,21,6,27
ST-725,2145. 은천초등학교 육교,126.9429245,37.48635864,0,0,0
ST-887,2148. 낙성대역 3번출구 뒤,126.96339417,37.47702789,1,0,1
ST-952,2156. 신림푸르지오아파트,126.90932465,37.48072052,11,2,13
ST-1156,2159. 인헌초교,126.95922852,37.47509003,1,1,2
ST-1259,2164. 관악우체국,126.93287659,37.48476791,13,2,15
ST-1260,2165. JK장평타워,126.96536255,37.47648239,1,0,1
ST-1262,2167. 낙성대역 1번출구,126.96495819,37.47629547,1,0,1
ST-1264,2169. 봉천역 2번출구,126.94213104,37.48218918,0,4,4
ST-1265,2170. 조원동 강남힐병원,126.91203308,37.48152924,15,4,19
ST-1337,2171. 서울대입구역 5번출구,126.95200348,37.48154831,0,2,2
ST-1267,2172. 나들목공원,126.94451141,37.46940613,4,0,4
ST-1268,2173. 당곡사거리,126.92746735,37.48974991,7,5,12
ST-1269,2174. 삼성디지털프라자관악점,126.92848206,37.48856354,0,0,0
ST-1270,2175. 신림동걷고싶은문화의거리입구,126.92870331,37.48730087,14,5,19
ST-1357,2176. 보라매공원 보도육교,126.91638184,37.48899078,28,1,29
ST-1546,2177. 신대방역 2번 출구,126.91301727,37.48712921,25,0,25
ST-1547,2178. 서울대학교 정문,126.94932556,37.46709442,0,0,0
ST-1548,2179. 양녕로 입구,126.94615936,37.48218918,4,5,9
ST-1678,2183. 동방1교,126.93392181,37.47182846,5,1,6
ST-1702,2184. 구암초등학교 버스정류장,126.94592285,37.48949051,0,1,1
ST-1757,2185. 대학동 고시촌,126.93865204,37.47046661,1,0,1
ST-2370,2186. 낙성대입구삼거리,126.95960999,37.4788208,1,3,4
ST-2371,2187. 현대시장사거리,126.9475174,37.4867363,2,0,2
ST-2373,2189. 봉천역 4번출구,126.94140625,37.48275375,10,2,12
ST-2374,2190.도원맨션,126.93915558,37.48368835,1,3,4
ST-2375,2191.대학동주민센터 ,126.93648529,37.47068787,1,0,1
ST-2379,2195.은천교회,126.93450928,37.48464584,16,2,18
ST-2380,2196. 봉천역 3번출구,126.93902588,37.4833107,18,6,24
ST-2382,2198.사랑의병원,126.95693207,37.47946548,0,1,1
ST-2383,2199.신봉천주유소 A,126.95869446,37.47877121,0,0,0
ST-741,2201. 본마을 정류소 앞,127.05148315,37.4532814,0,2,2
ST-742,2202.청계산입구역 1번출구,127.05437469,37.44893646,7,0,7
ST-925,2203. 청계산입구역 2번출구,127.05501556,37.44765854,1,0,1
ST-743,2205. 내곡3단지 어린이공원 앞,127.05937958,37.45375061,8,4,12
ST-744,2206. 언남초등학교 앞,127.06210327,37.45435715,3,4,7
ST-926,2207. 내곡파출소 뒤 정자,127.06492615,37.45440674,5,1,6
ST-745,2210. 반포1동 주민센터 앞,127.0131073,37.50509644,3,4,7
ST-927,2211. 서초구립반포도서관 앞,127.01231384,37.50263596,10,4,14
ST-746,2212.서초현대4차아파트 201동 맞은편,127.01861572,37.50065231,13,5,18
ST-747,2213. 고속터미널역 5번출구 앞,127.0022583,37.5022316,0,6,6
ST-748,2214. 신반포역 2번출구 앞,126.99748993,37.50411606,13,15,28
ST-928,2215. 반포종합운동장 입구,126.99547577,37.5017128,15,8,23
ST-749,2217.아크로리버뷰 부지 앞,127.00595856,37.51304626,6,2,8
ST-750,"2219. 고속터미널역 8-1번, 8-2번 출구 사이",127.0039444,37.50619888,4,1,5
ST-752,2221. 방일초교 마을버스 정류장,126.99468231,37.48561096,16,3,19
ST-753,2222.사당역 12번출구 뒤,126.98203278,37.47806931,19,5,24
ST-754,2223. 방배래미안 정문 앞,126.98300934,37.47261047,1,1,2
ST-755,2225.백석예술대학교 제3캠퍼스 앞,126.99524689,37.4737587,0,0,0
ST-756,2226. 신동아럭스빌아파트 앞,127.00138855,37.47518158,0,0,0
ST-757,2227.방배열린문화센터 앞,126.99252319,37.48905182,22,3,25
ST-758,2228.뒷벌공원 옆,126.986763,37.48976898,6,1,7
ST-759,2229.로고스교회 맞은 편,126.98496246,37.48701096,11,3,14
ST-760,2230.이수역 4번 출구,126.98262787,37.4858284,14,0,14
ST-761,2231. 삼성타운(삼성생명) A동 맞은편,127.02496338,37.49691391,10,7,17
ST-762,2233. 서초신동아1차아파트 옆,127.02295685,37.49111176,0,8,8
ST-763,2235.KT 서초지사 앞,127.00270081,37.48215866,2,0,2
ST-764,2237.서울남부터미널 대합실 입구,127.01486969,37.48455811,1,0,1
ST-765,2239.교대역 6번출구,127.01378632,37.49421692,1,3,4
ST-766,2241.양재전화국 사거리,127.04170227,37.48537827,1,2,3
ST-767,2242.양재역 11번 출구 앞,127.03417969,37.48398972,0,0,0
ST-768,2243.서울가정법원,127.03672791,37.48149109,9,0,9
ST-769,2244.교육개발원입구 교차로,127.03890991,37.47785187,6,15,21
ST-770,2245.양재초등학교 맞은편,127.03050995,37.47361374,13,21,34
ST-889,2246. 서울시 품질시험소 앞,127.02900696,37.46920013,5,2,7
ST-771,2247.섬들근린공원,127.02661896,37.46263885,24,6,30
ST-929,2248. 서초리슈빌S 글로벌 앞,127.02474213,37.45995331,2,0,2
ST-880,2249. 우솔초등학교 맞은편,127.01934814,37.45623398,5,11,16
ST-881,2250. 서초유치원 맞은편,127.01628876,37.4557991,4,4,8
ST-781,2251. 더케이호텔 입구(양재2) ,127.03447723,37.46750641,0,3,3
ST-890,2252. 잔디마을 마을버스 정류장,127.03604126,37.46332169,6,0,6
ST-772,2255. 양재시민의숲역 1번출구,127.03862,37.47016525,5,3,8
ST-773,2256.양재동 꽃시장 입구,127.0403595,37.46768951,0,0,0
ST-774,2257. 청계산 입구 삼거리,127.04611206,37.46268845,0,0,0
ST-775,2258.구룡사 삼거리,127.05059052,37.47153854,0,0,0
ST-780,2259. 잠원역 3번-4번 출구사이 ,127.01117706,37.51298904,27,7,34
ST-776,2262. 한신16차아파트 119동 앞,127.00920868,37.5161972,24,5,29
ST-879,2263. 바우뫼문화복지회관,127.02684021,37.47192764,4,0,4
ST-935,2264. 이수역 1번출구,126.98271942,37.48897171,16,3,19
ST-949,2265. 이수고가차도 남단,126.98306274,37.49474335,19,1,20
ST-1158,2266. 서초역 3번출구,127.00816345,37.49053955,5,2,7
ST-1160,2268. 서초4동주민센터 ,127.0222702,37.50231934,3,0,3
ST-1161,2269. 주홍교 하부,127.01605225,37.51034927,3,8,11
ST-1162,2270. 서초포레스타 7단지,127.05773926,37.44896698,2,1,3
ST-1163,2271. 내방역 8번출구 앞,126.99411774,37.48802185,8,8,16
ST-1164,2272. 교대입구 교차로,127.01058197,37.4873085,0,1,1
ST-1165,2273. 일동제약 사거리,127.03826904,37.47782898,4,5,9
ST-1166,2274. 양재시민의숲역 3번출구,127.03961182,37.46965027,2,0,2
ST-1167,2275. 염곡치안센터 건너편,127.04907227,37.46149445,8,0,8
ST-1168,2276. 영동1교 (양재천근린공원),127.03890228,37.47438812,2,3,5
ST-1169,2277. 길마중4교 하부,127.01560211,37.51483917,25,6,31
ST-1305,2279. 교대역 5번출구뒤,127.01418304,37.49361801,0,9,9
ST-1306,2280. 서울서초고용센터앞,127.01097107,37.48416138,1,0,1
ST-1307,2281. 연세사랑병원신관앞,126.98628235,37.47597885,0,0,0
ST-1309,2283. 그룹한빌딩옆,126.98916626,37.48652649,6,3,9
ST-1310,2284. CJ오쇼핑앞,126.98680115,37.4681015,3,2,5
ST-1311,2285. LH서초3단지 301동 맞은편,127.02265167,37.45742416,7,5,12
ST-1312,2286. 탑성마을입구,127.05588531,37.4585495,0,0,0
ST-1313,2287. 능안마을입구,127.06710052,37.45561981,4,0,4
ST-1314,2288. 안골마을입구,127.06445312,37.45560837,4,0,4
ST-1315,2289. 남태령역 2번출구,126.98852539,37.46429825,0,0,0
ST-1360,2293. SPC 앞,127.03699493,37.48479843,1,1,2
ST-1361,2294. 두상빌딩 앞,127.04624176,37.47590637,5,11,16
ST-1404,2297. 남부터미널역 1번출구,127.01592255,37.485672,0,1,1
ST-1406,2299. 한전아트센터 앞,127.02806091,37.48646927,1,0,1
ST-777,2301. 현대고등학교 건너편,127.02178955,37.52407074,3,3,6
ST-787,2302. 교보타워 버스정류장(신논현역 3번출구 후면),127.02427673,37.5055809,0,1,1
ST-788,2303. 논현역 10번출구,127.02146149,37.51137161,0,0,0
ST-789,2304. 대현그린타워,127.03565216,37.5116272,0,0,0
ST-790,2305. MCM 본사 직영점 앞,127.03450775,37.52064133,1,4,5
ST-791,2306. 압구정역 2번 출구 옆,127.02871704,37.5271225,0,1,1
ST-792,2307. 압구정 한양 3차 아파트,127.03901672,37.52838135,1,0,1
ST-793,2308. 압구정파출소 앞,127.03559875,37.52930069,0,0,0
ST-783,2309. 청담역(우리들병원 앞),127.04938507,37.51890182,16,0,16
ST-794,2310. 청담동 맥도날드 옆(위치),127.04017639,37.52361298,2,2,4
ST-786,2311. 학동로 래미안 아파트 앞,127.04302216,37.51777267,10,2,12
ST-795,2312. 청담역 13번 출구 앞,127.05632782,37.52058029,3,0,3
ST-796,2313. 금원빌딩 앞,127.05246735,37.52511597,6,0,6
ST-798,2314. 청담나들목입구,127.06015015,37.52101517,8,2,10
ST-799,2315. 봉은사역 5번출구 옆,127.06111908,37.51424789,6,2,8
ST-801,2318. 삼성중앙역4번출구(문화센터더 리빌),127.05503082,37.51357651,0,0,0
ST-802,2319. 포스코사거리 서측(수협 삼성동 지점),127.05467987,37.50660706,3,2,5
ST-803,2320. 도곡역 대치지구대 방향,127.05696869,37.4919281,13,4,17
ST-804,2321. 학여울역 사거리,127.06944275,37.49611664,11,10,21
ST-806,2323. 주식회사 오뚜기 정문 앞,127.06720734,37.50221252,6,2,8
ST-807,2324. 천주교 대치 2동 교회 옆,127.06622314,37.50043869,5,3,8
ST-808,2325. 대치삼성아파트 앞 교차로,127.05931854,37.4986496,5,1,6
ST-809,2326. 대치동 삼성로,127.05879974,37.50239563,1,0,1
ST-810,2327. 뱅뱅사거리 랜드마크타워 앞,127.03146362,37.49055099,10,4,14
ST-811,2328. 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,127.04273224,37.50321198,1,0,1
ST-812,2329. 르네상스호텔사거리 역삼지하보도 2번출구,127.04319,37.50235748,1,0,1
ST-813,2330. 역삼월드메르디앙아파트 앞,127.03945923,37.49219894,10,3,13
ST-814,2331. 동영문화센터앞,127.04460144,37.49805069,1,0,1
ST-815,2332. 선릉역3번출구,127.0490799,37.50400925,4,0,4
ST-816,2333. 양재역 3번출구 주변,127.03407288,37.48515701,6,2,8
ST-817,2334. 삼호아파트 2동 ( 간선도로),127.04589844,37.49375916,1,0,1
ST-818,2335. 3호선 매봉역 3번출구앞,127.04676056,37.48676682,16,9,25
ST-819,2336. 강남세브란스교차로  래미안그레이튼 104동 앞,127.04746246,37.49423599,2,1,3
ST-782,2337. 대모산입구역 2번출구 앞,127.07197571,37.49207687,13,1,14
ST-820,2339. 현대아파트 정문 앞,127.0522995,37.48326111,0,4,4
ST-821,2340. 삼호물산버스정류장(23370) 옆,127.04517365,37.47750854,33,9,42
ST-822,2341. 일원역 4~5번 출구 사이,127.08493805,37.4833107,13,2,15
ST-823,2342. 대청역 1번출구  뒤,127.07951355,37.49400711,5,1,6
ST-778,2343. 세곡사거리 대왕파출소 앞,127.10772705,37.46531677,1,3,4
ST-779,2344. 리엔파크 2단지 앞,127.10119629,37.46506119,13,1,14
ST-961,2347. 두산건설 본사,127.03540039,37.51863861,1,0,1
ST-797,2348. 포스코사거리(기업은행),127.05685425,37.50723267,14,1,15
ST-959,2349. 역삼빌딩 앞(하나은행 옆),127.03856659,37.50154495,0,0,0
ST-960,2350. 래미안그레이튼102동앞,127.04790497,37.49482346,0,1,1
ST-937,2351. 청소년수련관(수영장)앞,127.0890274,37.48387909,0,0,0
ST-962,2352. 서울본부세관(건설회관 앞),127.03502655,37.51758957,0,0,0
ST-963,2353. 강남구청역 2번출구 뒤,127.04047394,37.51681137,0,0,0
ST-953,2354. 청담역 2번출구,127.0567627,37.51978683,1,0,1
ST-954,2356. 강남구청,127.04711914,37.51807022,6,2,8
ST-966,2357. 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),127.04277039,37.50194931,2,0,2
ST-957,2358. 구룡초사거리 (현대아파트10동 앞 ),127.05391693,37.48138428,7,6,13
ST-958,"2359. 국립국악중,고교 정문 맞은편",127.05037689,37.47560501,4,0,4
ST-956,2360. 도곡1동 주민센터 교차로,127.04138947,37.4928093,4,3,7
ST-1171,2362. 신사동 가로수길 입구,127.02245331,37.51763535,0,0,0
ST-1172,2363. 강남 을지병원 교차로,127.02751923,37.51913834,1,0,1
ST-1173,2364. 도산공원교차로,127.0318985,37.52124023,5,7,12
ST-1174,2365. K+ 타워 앞,127.03847504,37.52330017,1,0,1
ST-1177,2368. 도곡동 경남아파트 건너편,127.04129791,37.48934174,12,1,13
ST-1178,2369. KT선릉타워,127.0528717,37.50542831,1,0,1
ST-1179,2370. 한티역 3번출구,127.0542984,37.49655151,1,0,1
ST-1180,2371. 한국우편사업진흥원,127.03513336,37.51474762,1,0,1
ST-1181,2372. 대치역 사거리,127.063797,37.49449921,14,2,16
ST-1182,2373. 개포동역 사거리,127.06557465,37.48927689,2,8,10
ST-1184,2375. 수서역 1번출구 앞,127.10099792,37.48735046,6,1,7
ST-1185,2376. 수서역 6번출구 앞,127.10051727,37.48677826,6,0,6
ST-1186,2377. 수서역 5번출구,127.10232544,37.48735046,34,0,34
ST-1245,2380. 삼성동베이직하우스앞,127.04934692,37.51169586,0,2,2
ST-1246,2381. 언주역 6번출구앞,127.03452301,37.50636673,0,0,0
ST-1247,2382. 역삼동 sk뷰 501동앞,127.05036163,37.50122833,1,1,2
ST-1248,2383. 보금자리정원,127.09488678,37.46632767,4,1,5
ST-1364,2384. 자곡사거리,127.10594177,37.47602844,1,5,6
ST-1365,2385. 학동역,127.03015137,37.51395035,0,0,0
ST-1366,2386. 크린랩 본사,127.04090881,37.50958633,1,0,1
ST-1407,2387. 래미안강남힐즈 사거리,127.09607697,37.47245407,10,1,11
ST-1433,2388. 강남구 도시관리공단,127.05161285,37.51678467,1,0,1
ST-1559,2389. 경기여자고등학교 후문 (삼성로3길 입구),127.06723785,37.48616028,2,3,5
ST-1560,2390. 구룡마을 입구 (래미안블레스티지 아파트),127.06304169,37.48088074,6,0,6
ST-1561,2391. 구룡터널 입구(개포1단지아파트),127.05962372,37.47598648,0,0,0
ST-1562,2392. 구룡산 입구 (구룡산 서울둘레길 입구),127.05545044,37.47447205,1,0,1
ST-1563,2393. 구룡사 앞 교차로 (보도육교),127.0513382,37.47200012,2,0,2
ST-1564,2394. 개포래미안포레스트아파트 107동 앞,127.05419159,37.48025131,11,4,15
ST-1565,2395. 개포1단지아파트 입구 (보도육교),127.05573273,37.47929001,2,0,2
ST-1566,2396. 영동3교 북단(우성캐릭터 앞 보도),127.05104828,37.48574066,1,7,8
ST-1568,2398. 더라움,127.0394516,37.50811005,0,0,0
ST-1571,2401. 밀알학교 입구 (삼성서울병원 입구),127.08267212,37.48656082,1,0,1
ST-1573,2403. 공무원연금매점 교차로 (개포주공9단지 입구),127.07453918,37.48871994,5,0,5
ST-1574,2404. 대모산입구역 4번 출구 앞,127.07315826,37.49180984,11,4,15
ST-1575,2405. 청담공원앞 교차로,127.05084991,37.51871109,7,1,8
ST-1576,2406. 논현동 광명빌딩 앞,127.02364349,37.5175705,1,1,2
ST-1577,2407. 역삼.서초.삼성 세무서 앞 (역삼빌딩 앞),127.03011322,37.49847031,6,1,7
ST-1578,2408. 강남한양수자인아파트,127.11327362,37.4773407,10,1,11
ST-1679,2409. 역삼동 디오슈페리움 (우성아파트 사거리),127.03074646,37.49206161,0,3,3
ST-1680,2410. 포스코피앤에스타워 (역삼역 3번출구 부근),127.03375244,37.49959946,4,0,4
ST-1703,2411. 세곡동 성당,127.11222839,37.47296906,16,1,17
ST-1704,2412. 일원1동 주민센터,127.08822632,37.49170303,9,2,11
ST-1879,2413.도곡역 1번 출구,127.05498505,37.49095917,6,7,13
ST-1880,2414. 도곡역 아카데미스위트 앞,127.05182648,37.48897171,4,2,6
ST-1881,2415.한티역 롯데백화점 앞,127.05342865,37.49667358,1,0,1
ST-1882,2416.한티역 6번 출구,127.05219269,37.4958992,0,0,0
ST-1883,2417.선정릉 디캠프(D.CAMP)앞,127.04524994,37.50799942,0,0,0
ST-1884,2418.봉은사역 7번 출구 ,127.05982208,37.51393509,3,0,3
ST-1885,"2419.봉은사역 1,2번 출구 ",127.05970001,37.51430893,4,0,4
ST-1886,2420.학여울역 사거리(LG베스트샵 앞),127.07013702,37.49689484,23,8,31
ST-1887,2421. 신논현역 4번출구,127.02579498,37.504673,2,2,4
ST-1888,2422.수서동 성당 맞은편,127.09484863,37.48416901,3,0,3
ST-1889,2423.영희초교 사거리(래미안개포루체하임),127.08065033,37.4908371,6,1,7
ST-1891,2425.세곡동 사거리(대왕초등학교 정류장),127.10684967,37.46461868,0,0,0
ST-1892,2426.강남한신휴플러스 6단지,127.10469818,37.46829605,4,3,7
ST-1893,2427.개포고등학교 정문앞,127.0583725,37.48485184,6,4,10
ST-1894,2428.롯데리아 개포점앞,127.06118774,37.48236847,4,0,4
ST-1895,2429.압구정로데오역 6번출구,127.04042816,37.52745438,2,0,2
ST-1896,2430.강남파이낸스센터앞(역삼역2번출구),127.03605652,37.50024414,0,0,0
ST-1897,2431.대치역 7번출구,127.06290436,37.49411774,6,6,12
ST-1552,2501. 서초 포레스타5단지,127.05706024,37.45066071,0,3,3
ST-1553,2502. 서초역1번출구 앞,127.00855255,37.49195099,0,2,2
ST-1554,2503. 반포1동 서초빌딩 앞,127.0213623,37.50381088,2,8,10
ST-1555,2504. 신사역 4번출구 뒤,127.01930237,37.51588058,5,1,6
ST-1556,2505. 우성아파트사거리 (기업은행앞),127.02953339,37.49325943,1,2,3
ST-1557,2506. LG유플러스 (방배사옥),126.99067688,37.47909164,6,5,11
ST-1654,2508. 양재이스타빌 앞,127.04225922,37.48297882,14,11,25
ST-1655,2509. 심산기념문화센터,126.9911499,37.49836349,3,0,3
ST-1735,2510. JW타워,127.02146149,37.48303986,0,0,0
ST-1739,2511. 이수역 6번출구 앞,126.98232269,37.48366165,5,1,6
ST-1899,2514.사평역 2번출구,127.01602173,37.50364304,3,0,3
ST-1900,2515.서초초등학교 후문,127.02472687,37.49892807,4,4,8
ST-1901,2516.본마을 노인복지센터 앞,127.052742,37.45441818,5,10,15
ST-1902,2517. 서초그랑자이 앞,127.0247879,37.48768234,8,9,17
ST-1903,2518. 서초동 현대아파트 앞,127.02489471,37.48731613,11,7,18
ST-1904,2519.서초2교(사임당로 방면),127.02352142,37.49100876,0,2,2
ST-1905,2520.서초1교 (진흥아파트 방면),127.02101135,37.49619293,0,5,5
ST-1906,2521.서초 크로바타워 앞,127.0191803,37.49556351,0,6,6
ST-1908,2523.뉴코아 킴스클럽 앞,127.00725555,37.51019287,12,11,23
ST-1909,2524.반포쇼핑타운 8동 앞,127.00801849,37.50735092,4,6,10
ST-1910,2525.반포쇼핑타운 2동 앞,127.00215912,37.5056076,15,3,18
ST-1912,2527.반포중학교 앞(세화여고 맞은편),126.99359894,37.50296021,8,3,11
ST-1913,2528.함지박 사거리,126.99006653,37.4937706,0,0,0
ST-1914,2529.우리은행 방배동지점 앞,126.99208069,37.48991776,11,4,15
ST-1915,2530.삼호3차아파트 앞,126.98706818,37.4977951,14,7,21
ST-1916,2531.멤피스아파트 앞,126.98935699,37.49420547,1,3,4
ST-1917,2532.국립국악원 앞,127.00878143,37.47820282,0,0,0
ST-1918,2533.한가람미술관 앞,127.01452637,37.48087692,0,0,0
ST-1920,2535.신반포역 3번출구 뒤,126.99732208,37.50362396,6,4,10
ST-1921,2536.서초종합체육관 입구,127.0413208,37.45899582,4,1,5
ST-1922,2537.양재역 8번출구 앞,127.03643799,37.48257065,1,0,1
ST-1923,2538.사평리근린공원,127.01525116,37.52026749,1,3,4
ST-2404,2539.대한무역투자진흥공사 KOTRA 앞,127.04377747,37.46540833,16,2,18
ST-1924,2540.반포천 앞,126.99625397,37.49905014,4,5,9
ST-1925,2541.옛골 입구,127.07033539,37.43097687,2,0,2
ST-1926,2542.신논현타워 앞,127.02391052,37.50508881,0,4,4
ST-1929,2545.국립중앙도서관(국제회의장옆),127.00427246,37.49721146,3,0,3
ST-2414,2547. 반포래미안 리오센트,127.01480865,37.51832199,12,2,14
ST-2415,2548.반포1동 자율방범초소 옆,127.01676178,37.50847626,0,4,4
ST-2416,2549.LH 서초 4단지 403동,127.02390289,37.45924759,9,0,9
ST-2417,2550.양재동 꽃시장 건너편,127.04145813,37.46738434,0,0,0
ST-1590,2601. 석촌호수 아뜰리에,127.09883118,37.5067482,12,3,15
ST-1592,2603. 송파 글마루 도서관,127.13010406,37.48095322,11,1,12
ST-1627,2604. 풍납토성 서성벽터A,127.11128235,37.53131104,6,1,7
ST-1656,2605. 복정역 1번 출구 앞,127.12709045,37.47129822,17,0,17
ST-1657,2606. 위례동주민센터 맞은편 근린공원,127.14322662,37.48173904,0,1,1
ST-1681,2608. 송파구청,127.10626984,37.5150528,24,1,25
ST-1682,2609. 보성중고등학교 후문 앞,127.1352005,37.52048874,2,0,2
ST-1684,2611. 송파지역자활센터 뒤,127.11616516,37.53641891,28,4,32
ST-1685,2612. 문정·가락 대여소 앞,127.10982513,37.48871994,1,0,1
ST-1705,2613. 잠실나들목,127.09049225,37.51678085,4,0,4
ST-1706,2614. 가락고등학교 앞,127.11723328,37.50186157,0,0,0
ST-1707,2615. 테라타워2,127.12078094,37.48834991,4,1,5
ST-1716,2616. 거여동 사거리,127.14035034,37.49704742,2,0,2
ST-1717,2617. 가락삼환아파트 앞,127.13803101,37.49618149,2,0,2
ST-1728,2618. 삼전역 1번출구,127.08756256,37.50471115,2,1,3
ST-1729,2619. 석촌고분역 4번출구,127.09644318,37.50233841,11,3,14
ST-1730,2620. 송파나루역 4번 출구옆,127.11231232,37.50997925,2,2,4
ST-1719,2621. 한성백제역 2번 출구,127.11625671,37.51665878,1,0,1
ST-1720,2622. 올림픽공원역 3번출구,127.13059235,37.51625824,15,3,18
ST-1851,2623.석촌동 주민센터,127.10355377,37.50362396,24,1,25
ST-1852,2625.가락종합 사회복지관,127.10720062,37.4955368,8,3,11
ST-1853,"2626.경찰병원역 1,2번 출구 사이",127.12385559,37.49569321,0,0,0
ST-1854,2627.문정시영아파트 5동 앞 공원,127.13510895,37.4911232,0,0,0
ST-1855,2628.문정역 1번출구,127.12244415,37.48669815,1,1,2
ST-1857,2630.서울방이동 고분군,127.11698914,37.50786591,0,0,0
ST-1858,2631.배명고등학교,127.09630585,37.49741364,18,2,20
